Index,network,μ,β,p
39,zachary_unwh.net,0.1,0.24,0.8407138136153338
40,dolphins.net,0.1,0.38,0.872598767669446
41,airports_UW.net,0.1,0.8,0.9048732616567601
42,zachary_unwh.net,0.1,0.26,0.8476536682088563
43,airports_UW.net,0.1,0.84,0.905854622020981
44,dolphins.net,0.1,0.42,0.8869155491119974
45,zachary_unwh.net,0.1,0.28,0.8592200925313949
46,dolphins.net,0.1,0.44,0.8959768031895622
47,airports_UW.net,0.1,0.92,0.9078111316078781
48,zachary_unwh.net,0.1,0.3,0.8668208856576333
49,airports_UW.net,0.1,0.96,0.9097210576331823
50,dolphins.net,0.1,0.48,0.8856469735411387
51,zachary_unwh.net,0.1,0.32,0.8750826173165893
52,dolphins.net,0.1,0.5,0.8890902500906133
53,airports_UW.net,0.5,0.02,0.14916366979087078
54,zachary_unwh.net,0.1,0.34,0.8740912095175144
55,airports_UW.net,0.5,0.06,0.2826131514711089
56,dolphins.net,0.1,0.54,0.8976078289235235
57,zachary_unwh.net,0.1,0.36,0.8783873099801714
58,dolphins.net,0.1,0.56,0.8972453787604211
59,airports_UW.net,0.5,0.14,0.41690734840156257
60,zachary_unwh.net,0.1,0.38,0.8945803040317243
61,airports_UW.net,0.5,0.18,0.4593636064372274
62,dolphins.net,0.1,0.6,0.9003262051467932
63,zachary_unwh.net,0.1,0.4,0.8840052875082612
64,dolphins.net,0.1,0.62,0.9026821312069597
65,airports_UW.net,0.5,0.26,0.5183383954136932
66,zachary_unwh.net,0.1,0.42,0.8965631196298738
67,airports_UW.net,0.5,0.3,0.5404593760287203
68,dolphins.net,0.1,0.66,0.8954331279449083
69,zachary_unwh.net,0.1,0.44,0.8896232650363511
70,dolphins.net,0.1,0.68,0.9054005074302293
71,airports_UW.net,0.5,0.38,0.5754840032049491
72,zachary_unwh.net,0.1,0.46,0.898215465961665
73,airports_UW.net,0.5,0.42,0.587008776343004
74,dolphins.net,0.1,0.72,0.9063066328379857
75,zachary_unwh.net,0.1,0.48,0.8909451421017842
76,dolphins.net,0.1,0.74,0.9068503080826392
77,airports_UW.net,0.5,0.5,0.608794355314563
78,zachary_unwh.net,0.1,0.5,0.892597488433575
79,airports_UW.net,0.5,0.54,0.6178253551220179
80,dolphins.net,0.1,0.78,0.910474809713665
81,zachary_unwh.net,0.1,0.52,0.9097818902842032
82,dolphins.net,0.1,0.8,0.902138455962306
83,airports_UW.net,0.5,0.62,0.6329153235073074
84,zachary_unwh.net,0.1,0.54,0.895902181097157
85,airports_UW.net,0.5,0.66,0.6393935441394776
86,dolphins.net,0.1,0.84,0.9005074302283442
87,zachary_unwh.net,0.1,0.56,0.9015201586252469
88,dolphins.net,0.1,0.86,0.904675607104024
89,airports_UW.net,0.5,0.74,0.649393482028062
90,zachary_unwh.net,0.1,0.58,0.8995373430270979
91,airports_UW.net,0.5,0.78,0.653135694809349
92,dolphins.net,0.1,0.9,0.9083001087350496
93,zachary_unwh.net,0.1,0.6,0.8840052875082614
94,dolphins.net,0.1,0.92,0.9035882566147163
95,airports_UW.net,0.5,0.86,0.6599710560803971
96,zachary_unwh.net,0.1,0.62,0.9048248512888294
97,airports_UW.net,0.5,0.9,0.6623747678585848
98,dolphins.net,0.1,0.96,0.9140993113446911
99,zachary_unwh.net,0.1,0.64,0.9091209517514859
100,dolphins.net,0.1,0.98,0.9083001087350501
101,airports_UW.net,0.5,0.98,0.6679275284004447
102,zachary_unwh.net,0.1,0.66,0.8998678122934562
103,airports_UW.net,0.9,0.0,0.00025776237414674443
104,dolphins.net,0.5,0.0,0.003624501631025734
105,zachary_unwh.net,0.1,0.68,0.9028420356906799
106,dolphins.net,0.5,0.02,0.16527727437477352
107,airports_UW.net,0.9,0.08,0.22256694057800877
108,zachary_unwh.net,0.1,0.7,0.9021810971579639
109,airports_UW.net,0.9,0.12,0.27439270563536866
110,dolphins.net,0.5,0.06,0.3086263138818412
111,zachary_unwh.net,0.1,0.72,0.8978849966953065
112,dolphins.net,0.5,0.08,0.3677056904675606
113,airports_UW.net,0.9,0.2,0.3443053148738207
114,zachary_unwh.net,0.1,0.74,0.9074686054196955
115,airports_UW.net,0.9,0.24,0.3700567077223122
116,dolphins.net,0.5,0.12,0.44816962667633187
117,zachary_unwh.net,0.1,0.76,0.8992068737607393
118,dolphins.net,0.5,0.14,0.4666545849945634
119,airports_UW.net,0.9,0.32,0.4090657822001106
120,zachary_unwh.net,0.1,0.78,0.9064771976206206
121,airports_UW.net,0.9,0.36,0.4256215799901865
122,dolphins.net,0.5,0.18,0.5086988039144618
123,zachary_unwh.net,0.1,0.8,0.9157303370786504
124,dolphins.net,0.5,0.2,0.5222906850308083
125,airports_UW.net,0.9,0.44,0.4510810491860301
126,zachary_unwh.net,0.1,0.82,0.9058162590879038
127,airports_UW.net,0.9,0.48,0.4620033415941516
128,dolphins.net,0.5,0.24,0.5498368974266037
129,zachary_unwh.net,0.1,0.84,0.9124256444150686
130,dolphins.net,0.5,0.26,0.5596230518303732
131,airports_UW.net,0.9,0.56,0.47951876075303895
132,zachary_unwh.net,0.1,0.86,0.9114342366159935
133,airports_UW.net,0.9,0.6,0.48711498686343574
134,dolphins.net,0.5,0.3,0.5810076114534249
135,zachary_unwh.net,0.1,0.88,0.9058162590879036
136,dolphins.net,0.5,0.32,0.593693367162015
137,airports_UW.net,0.9,0.68,0.4988447276724988
138,zachary_unwh.net,0.1,0.9,0.907468605419695
139,airports_UW.net,0.9,0.72,0.5047825789901929
140,dolphins.net,0.5,0.36,0.598223994200797
141,zachary_unwh.net,0.1,0.92,0.9035029742233963
142,dolphins.net,0.5,0.38,0.6056542225444002
143,airports_UW.net,0.9,0.8,0.5131148253737553
144,zachary_unwh.net,0.1,0.94,0.9077990746860533
145,airports_UW.net,0.9,0.84,0.5179470934963137
146,dolphins.net,0.5,0.42,0.6168901776005801
147,zachary_unwh.net,0.1,0.96,0.9015201586252473
148,dolphins.net,0.5,0.44,0.6292134831460673
149,airports_UW.net,0.9,0.92,0.522925323445196
150,zachary_unwh.net,0.1,0.98,0.9140779907468595
151,airports_UW.net,0.9,0.96,0.5258103986931758
152,dolphins.net,0.5,0.48,0.6259514316781444
153,zachary_unwh.net,0.1,1.0,0.918704560475875
154,dolphins.net,0.5,0.5,0.6295759333091702
156,zachary_unwh.net,0.5,0.0,0.0016523463317911435
158,dolphins.net,0.5,0.54,0.6384559623051834
159,zachary_unwh.net,0.5,0.02,0.14639788499669515
160,dolphins.net,0.5,0.56,0.6466110909749911
162,zachary_unwh.net,0.5,0.04,0.2230667547918043
164,dolphins.net,0.5,0.6,0.6475172163827476
165,zachary_unwh.net,0.5,0.06,0.2746199603436882
166,dolphins.net,0.5,0.62,0.6495106922798116
168,zachary_unwh.net,0.5,0.08,0.32914738929279563
170,dolphins.net,0.5,0.66,0.6551286698079019
171,zachary_unwh.net,0.5,0.1,0.3863185723727692
172,dolphins.net,0.5,0.68,0.6440739398332731
174,zachary_unwh.net,0.5,0.12,0.42233972240581613
176,dolphins.net,0.5,0.72,0.6562160202972092
177,zachary_unwh.net,0.5,0.14,0.44382022471910104
178,dolphins.net,0.5,0.74,0.65349764407394
180,zachary_unwh.net,0.5,0.16,0.48215465961665577
182,dolphins.net,0.5,0.78,0.6641899238854659
183,zachary_unwh.net,0.5,0.18,0.4933906146728357
184,dolphins.net,0.5,0.8,0.6663646248640817
186,zachary_unwh.net,0.5,0.2,0.49107732980832747
188,dolphins.net,0.5,0.84,0.6618339978252994
189,zachary_unwh.net,0.5,0.22,0.5353602115003306
190,dolphins.net,0.5,0.86,0.6558535701341067
192,zachary_unwh.net,0.5,0.24,0.5161929940515533
194,dolphins.net,0.5,0.9,0.6687205509242482
195,zachary_unwh.net,0.5,0.26,0.5396563119629875
196,dolphins.net,0.5,0.92,0.6670895251902867
198,zachary_unwh.net,0.5,0.28,0.559153998678123
200,dolphins.net,0.5,0.96,0.6716201522290687
201,zachary_unwh.net,0.5,0.3,0.5654329147389294
202,dolphins.net,0.5,0.98,0.6658209496194277
204,zachary_unwh.net,0.5,0.32,0.5703899537343027
206,dolphins.net,0.9,0.0,0.0
207,zachary_unwh.net,0.5,0.34,0.5783212161269002
208,dolphins.net,0.9,0.02,0.09786154403769487
210,zachary_unwh.net,0.5,0.36,0.6087243886318574
212,dolphins.net,0.9,0.06,0.21656397245378764
213,zachary_unwh.net,0.5,0.38,0.6090548578982157
214,dolphins.net,0.9,0.08,0.2562522653135194
216,zachary_unwh.net,0.5,0.4,0.6103767349636486
218,dolphins.net,0.9,0.12,0.318593693367162
219,zachary_unwh.net,0.5,0.42,0.6074025115664243
220,dolphins.net,0.9,0.14,0.33544762595143157
222,zachary_unwh.net,0.5,0.44,0.6216126900198286
224,dolphins.net,0.9,0.18,0.3778542950344326
225,zachary_unwh.net,0.5,0.46,0.6249173826834106
226,dolphins.net,0.9,0.2,0.3878216745197535
228,zachary_unwh.net,0.5,0.48,0.6196298744216792
230,dolphins.net,0.9,0.24,0.41373686118158776
231,zachary_unwh.net,0.5,0.5,0.635822868473232
232,dolphins.net,0.9,0.26,0.4162740123233053
234,zachary_unwh.net,0.5,0.52,0.6331791143423665
236,dolphins.net,0.9,0.3,0.4383834722725624
237,zachary_unwh.net,0.5,0.54,0.6401189689358892
238,dolphins.net,0.9,0.32,0.44617615077926803
240,zachary_unwh.net,0.5,0.56,0.634500991407799
242,dolphins.net,0.9,0.36,0.46321130844508873
243,zachary_unwh.net,0.5,0.58,0.6430931923331135
244,dolphins.net,0.9,0.38,0.46647335991301203
246,zachary_unwh.net,0.5,0.6,0.6569729015201585
248,dolphins.net,0.9,0.42,0.4749909387459227
249,zachary_unwh.net,0.5,0.62,0.6510244547257107
250,dolphins.net,0.9,0.44,0.47698441464298663
252,zachary_unwh.net,0.5,0.64,0.6490416391275612
254,dolphins.net,0.9,0.48,0.48713301920985863
255,zachary_unwh.net,0.5,0.66,0.6513549239920691
256,dolphins.net,0.9,0.5,0.49130119608553824
258,zachary_unwh.net,0.5,0.68,0.6576338400528753
260,dolphins.net,0.9,0.54,0.49039507067778165
261,zachary_unwh.net,0.5,0.7,0.6685393258426968
262,dolphins.net,0.9,0.56,0.5016310257339617
264,zachary_unwh.net,0.5,0.72,0.660608063450099
266,dolphins.net,0.9,0.6,0.4998187749184488
267,zachary_unwh.net,0.5,0.74,0.6592861863846662
268,dolphins.net,0.9,0.62,0.5003624501631027
270,zachary_unwh.net,0.5,0.76,0.6658955717118309
272,dolphins.net,0.9,0.66,0.5088800289960129
273,zachary_unwh.net,0.5,0.78,0.6553205551883677
274,dolphins.net,0.9,0.68,0.51268575570859
276,zachary_unwh.net,0.5,0.8,0.6642432253800401
278,dolphins.net,0.9,0.72,0.5123233055454874
279,zachary_unwh.net,0.5,0.82,0.6665565102445474
280,dolphins.net,0.9,0.74,0.5141355563610004
282,zachary_unwh.net,0.5,0.84,0.6649041639127562
284,dolphins.net,0.9,0.78,0.5172163827473721
285,zachary_unwh.net,0.5,0.86,0.6649041639127563
286,dolphins.net,0.9,0.8,0.5204784342152952
288,zachary_unwh.net,0.5,0.88,0.6566424322538005
290,dolphins.net,0.9,0.84,0.5204784342152952
291,zachary_unwh.net,0.5,0.9,0.6688697951090549
292,dolphins.net,0.9,0.86,0.5226531351939109
294,zachary_unwh.net,0.5,0.92,0.6655651024454725
296,dolphins.net,0.9,0.9,0.5239217107647697
297,zachary_unwh.net,0.5,0.94,0.670522141440846
298,dolphins.net,0.9,0.92,0.525733961580283
300,zachary_unwh.net,0.5,0.96,0.6606080634500993
302,dolphins.net,0.9,0.96,0.5259151866618338
303,zachary_unwh.net,0.5,0.98,0.6708526107072043
304,dolphins.net,0.9,0.98,0.5277274374773469
306,zachary_unwh.net,0.5,1.0,0.666886979510906
309,zachary_unwh.net,0.9,0.0,0.0
312,zachary_unwh.net,0.9,0.02,0.09187045604758745
315,zachary_unwh.net,0.9,0.04,0.1480502313284863
318,zachary_unwh.net,0.9,0.06,0.20125578321216125
321,zachary_unwh.net,0.9,0.08,0.23099801718440185
324,zachary_unwh.net,0.9,0.1,0.26206212822207525
327,zachary_unwh.net,0.9,0.12,0.28618638466622603
330,zachary_unwh.net,0.9,0.14,0.3261731658955718
333,zachary_unwh.net,0.9,0.16,0.34567085261070707
336,zachary_unwh.net,0.9,0.18,0.35228023793787155
339,zachary_unwh.net,0.9,0.2,0.365829477858559
342,zachary_unwh.net,0.9,0.22,0.3826834104428288
345,zachary_unwh.net,0.9,0.24,0.39722405816259077
348,zachary_unwh.net,0.9,0.26,0.4031725049570391
351,zachary_unwh.net,0.9,0.28,0.41969596827495026
354,zachary_unwh.net,0.9,0.3,0.4272967614011897
357,zachary_unwh.net,0.9,0.32,0.43787177792465276
360,zachary_unwh.net,0.9,0.34,0.44117647058823506
363,zachary_unwh.net,0.9,0.36,0.4517514871116985
366,zachary_unwh.net,0.9,0.38,0.4567085261070719
369,zachary_unwh.net,0.9,0.4,0.4705882352941174
372,zachary_unwh.net,0.9,0.42,0.47455386649041637
375,zachary_unwh.net,0.9,0.44,0.4735624586913418
378,zachary_unwh.net,0.9,0.46,0.47918043621943135
381,zachary_unwh.net,0.9,0.48,0.4854593522802377
384,zachary_unwh.net,0.9,0.5,0.49239920687376054
387,zachary_unwh.net,0.9,0.52,0.5003304692663583
390,zachary_unwh.net,0.9,0.54,0.501321877065433
393,zachary_unwh.net,0.9,0.56,0.5046265697290154
396,zachary_unwh.net,0.9,0.58,0.5026437541308658
399,zachary_unwh.net,0.9,0.6,0.5056179775280899
402,zachary_unwh.net,0.9,0.62,0.5049570389953734
405,zachary_unwh.net,0.9,0.64,0.5082617316589558
408,zachary_unwh.net,0.9,0.66,0.5115664243225378
411,zachary_unwh.net,0.9,0.68,0.5175148711169861
414,zachary_unwh.net,0.9,0.7,0.5161929940515533
417,zachary_unwh.net,0.9,0.72,0.5161929940515533
420,zachary_unwh.net,0.9,0.74,0.5221414408460013
423,zachary_unwh.net,0.9,0.76,0.5194976867151359
426,zachary_unwh.net,0.9,0.78,0.5165234633179114
429,zachary_unwh.net,0.9,0.8,0.521810971579643
432,zachary_unwh.net,0.9,0.82,0.5241242564441506
435,zachary_unwh.net,0.9,0.84,0.5228023793787177
438,zachary_unwh.net,0.9,0.86,0.5251156642432254
441,zachary_unwh.net,0.9,0.88,0.5244547257105089
444,zachary_unwh.net,0.9,0.9,0.5257766027759421
447,zachary_unwh.net,0.9,0.92,0.5297422339722406
450,zachary_unwh.net,0.9,0.94,0.5267680105750167
453,zachary_unwh.net,0.9,0.96,0.528750826173166
456,zachary_unwh.net,0.9,0.98,0.5254461335095836
459,zachary_unwh.net,0.9,1.0,0.5280898876404494
